"DateTime","2020-08-13 00:01:41",
"BoardName","PNL1235F-SAY-",
"BarCode","",
"TestStat","Pass",
"OpenTest","Pass",
"ShortTest","Pass",
"OpenTest","Pass",
"ShortTest","Pass",
"CompTest:",
"STEP","BX","LC","Flag","Device Name","STDval","ACTval","+%","-%","MD","RG","TM","A","B","G-1","G-2","G-3","G-4","G-5","TestVal","Dev%","Result",
"233","B1","A1","","C28/C","36UF","100NF","30","30","DC"," 0","0","178","1","0","0","0","0","0","34.91"," -3%","Pass",
"234","B1","A1","","C29/C18","2.3UF","100NF","30","30","A1"," 0","0","177","1","0","0","0","0","0","2.129"," -7%","Pass",
"235","B1","A1","","C30/C","36UF","100NF","30","30","DC"," 0","0","327","1","0","0","0","0","0","35.05"," -3%","Pass",
"236","B1","A1","","C31/C","36UF","100NF","30","30","DC"," 0","0","9","1","0","0","0","0","0","35.05"," -3%","Pass",
"237","B1","A1","","C32/C33","200NF","100NF","30","30","A2"," 0","0","1","218","0","0","0","0","0","231.5"," 16%","Pass",
"238","B1","A1","","C33/C32","200NF","100NF","30","30","A2"," 0","0","1","219","0","0","0","0","0","231.5"," 16%","Pass",
"239","B1","A1","","C34/C","36UF","100NF","30","30","DC"," 0","0","81","1","0","0","0","0","0","34.91"," -3%","Pass",
"240","B1","A1","","C35/C","36UF","100NF","30","30","DC"," 0","0","9","1","0","0","0","0","0","34.98"," -3%","Pass",
"241","B1","A1","","C36/C","36UF","100NF","30","30","DC"," 0","0","213","1","0","0","0","0","0","34.98"," -3%","Pass",
"242","B1","A1","","C37/C","36UF","100NF","30","30","DC"," 0","0","9","1","0","0","0","0","0","34.98"," -3%","Pass",
"243","B1","A1","","C38/C","11.7UF","100NF","30","30","DC"," 0","0","212","1","0","0","0","0","0","11.87","  1%","Pass",
"244","B1","A1","","C39/C","11.7UF","100NF","30","30","DC"," 0","0","20","1","0","0","0","0","0","11.83","  1%","Pass",
"245","B1","A1","","C42/C","36UF","100NF","30","30","DC"," 0","0","9","1","0","0","0","0","0","34.92"," -3%","Pass",
"246","B1","A1","","C43/C","36UF","100NF","30","30","DC"," 0","0","9","1","0","0","0","0","0","35.05"," -3%","Pass",
"247","B1","A1","","C44/C","36UF","100NF","30","30","DC"," 0","0","9","1","0","0","0","0","0","34.98"," -3%","Pass",
"248","B1","A1","","C45/C","36UF","100NF","30","30","DC"," 0","0","9","1","0","0","0","0","0","35.05"," -3%","Pass",
"249","B1","A1","","C46/C","36UF","100NF","30","30","DC"," 0","0","9","1","0","0","0","0","0","34.91"," -3%","Pass",
"250","B1","A1","","C47/C","36UF","100NF","30","30","DC"," 0","0","9","1","0","0","0","0","0","35.05"," -3%","Pass",
"251","B1","A1","","C49","","10NF","30","30","A2"," 0","0","147","148","0","0","0","0","0","9.878"," -1%","Pass",
"252","B1","A1","","C50/C","20.5UF","10UF","30","30","DC"," 0","0","7","1","0","0","0","0","0","20.44","  0%","Pass",
"253","B1","A1","","C51/C","36UF","22UF","30","30","DC"," 0","0","9","1","0","0","0","0","0","34.92"," -3%","Pass",
"254","B1","A1","","C55/C613","","1UF","30","30","A1"," 0","0","1","146","0","0","0","0","0","0.886","-11%","Pass",
"255","B1","A1","","C56/C","36UF","1UF","30","30","DC"," 0","0","9","1","0","0","0","0","0","34.98"," -3%","Pass",
"256","B1","A1","","C57/C","36UF","100NF","30","30","DC"," 0","0","309","1","0","0","0","0","0","34.92"," -3%","Pass",
"257","B1","A1","","C60","","1NF","30","30","A2"," 0","0","152","1","0","0","0","0","0","1.056","  6%","Pass",
"258","B1","A1","","C61","","1NF","30","30","A2"," 0","0","154","1","0","0","0","0","0","1.139"," 14%","Pass",
"259","B1","A1","","C62","","1NF","30","30","A2"," 0","0","331","340","9","0","0","0","0","1.035","  3%","Pass",
"260","B1","A1","","C63","","47PF","50","50","A3"," 0","0","1","168","5","0","0","0","0","58.81"," 25%","Pass",
"261","B1","A1","","C64","","1NF","30","30","A2"," 0","0","1","328","165","286","77","9","0","1.056","  6%","Pass",
"262","B1","A1","","C70/C","36UF","1UF","30","30","DC"," 0","0","9","1","0","0","0","0","0","34.92"," -3%","Pass",
"263","B1","A1","","C71/C","36UF","1UF","30","30","DC"," 0","0","26","1","0","0","0","0","0","34.98"," -3%","Pass",
"264","B1","A1","","C72/C","36UF","1UF","30","30","DC"," 0","0","26","1","0","0","0","0","0","34.92"," -3%","Pass",
"265","B1","A1","","C73/C","11.7UF","1UF","30","30","DC"," 0","0","149","1","0","0","0","0","0","11.83","  1%","Pass",
"266","B1","A1","","C75/C","36UF","1UF","30","30","DC"," 0","0","9","1","0","0","0","0","0","34.92"," -3%","Pass",
"267","B1","A1","","C76/C","36UF","1UF","30","30","DC"," 0","0","310","1","0","0","0","0","0","34.92"," -3%","Pass",
"268","B1","A1","","C77/C","36UF","4.7UF","30","30","DC"," 0","0","138","1","0","0","0","0","0","34.92"," -3%","Pass",
"269","B1","A1","","C80/C","11.7UF","100NF","30","30","DC"," 0","0","20","1","0","0","0","0","0","11.84","  1%","Pass",
"270","B1","A1","","C81/C","11.7UF","100NF","30","30","DC"," 0","0","20","1","0","0","0","0","0","11.83","  1%","Pass",
"271","B1","A1","","C82/C","11.7UF","100NF","30","30","DC"," 0","0","20","1","0","0","0","0","0","11.83","  1%","Pass",
"272","B1","A1","","C85/C","20.5UF","100NF","30","30","DC"," 0","0","7","1","0","0","0","0","0","20.38"," -1%","Pass",
"273","B1","A1","","C86/C","20.5UF","100NF","30","30","DC"," 0","0","7","1","0","0","0","0","0","20.09"," -2%","Pass",
"274","B1","A1","","C87/C","20.5UF","100NF","30","30","DC"," 0","0","7","1","0","0","0","0","0","20.11"," -2%","Pass",
"275","B1","A1","","C88","","1NF","30","30","A2"," 0","0","1","210","145","0","0","0","0","1.068","  7%","Pass",
"276","B1","A1","","C89","","1NF","30","30","A2"," 0","20","1","209","212","0","0","0","0","0.965"," -4%","Pass",
"277","B1","A1","","C90/R90","1JP","100NF","10","10","JP"," 0","0","165","1","0","0","0","0","0","1.000","  0%","Pass",
"278","B1","A1","","C91/R90","1JP","100NF","10","10","JP"," 0","0","1","165","0","0","0","0","0","1.000","  0%","Pass",
"279","B1","A1","","C92/R90","1JP","100NF","10","10","JP"," 0","0","165","1","0","0","0","0","0","1.000","  0%","Pass",
"280","B1","A1","","C93/R90","1JP","100NF","10","10","JP"," 0","0","165","1","0","0","0","0","0","1.000","  0%","Pass",
"281","B1","A1","","C94/R90","1JP","100NF","10","10","JP"," 0","0","1","165","0","0","0","0","0","1.000","  0%","Pass",
"282","B1","A1","","C100","45PF","33PF","50","50","A3"," 0","10","355","1","0","0","0","0","0","51.75"," 15%","Pass",
"283","B1","A1","","C101","35PF","33PF","50","50","A3"," 0","8","354","1","0","0","0","0","0","41.31"," 18%","Pass",
"284","B1","A1","","C102","30PF","33PF","50","50","A3"," 0","8","353","1","0","0","0","0","0","38.30"," 28%","Pass",
"285","B1","A1","","C103","30PF","33PF","50","50","A3"," 0","5","352","1","0","0","0","0","0","33.97"," 13%","Pass",
"286","B1","A1","","C104","30PF","33PF","50","50","A3"," 0","0","190","1","0","0","0","0","0","32.94"," 10%","Pass",
"287","B1","A1","","C105","30PF","33PF","50","50","A3"," 0","0","351","1","0","0","0","0","0","34.92"," 16%","Pass",
"288","B1","A1","","C106","30PF","33PF","50","50","A3"," 0","0","63","1","0","0","0","0","0","28.61"," -5%","Pass",
"289","B1","A1","","C107","30PF","33PF","50","50","A3"," 0","0","62","1","0","0","0","0","0","28.21"," -6%","Pass",
"290","B1","A1","","C108","30PF","33PF","50","50","A3"," 0","0","249","1","0","0","0","0","0","27.86"," -7%","Pass",
"291","B1","A1","","C109","30PF","33PF","50","50","A3"," 0","0","248","1","0","0","0","0","0","31.00","  3%","Pass",
"292","B1","A1","","C110","30PF","33PF","50","50","A3"," 0","0","247","1","0","0","0","0","0","30.10","  0%","Pass",
"293","B1","A1","","C111","30PF","33PF","50","50","A3"," 0","0","246","1","0","0","0","0","0","29.31"," -2%","Pass",
"294","B1","A1","","C112","30PF","33PF","50","50","A3"," 0","0","245","1","0","0","0","0","0","30.14","  0%","Pass",
"295","B1","A1","","C113","30PF","33PF","50","50","A3"," 0","0","244","1","0","0","0","0","0","31.00","  3%","Pass",
"296","B1","A1","","C114","30PF","33PF","50","50","A3"," 0","0","64","1","0","0","0","0","0","25.95","-14%","Pass",
"297","B1","A1","","C115","30PF","33PF","50","50","A3"," 0","0","67","1","0","0","0","0","0","28.22"," -6%","Pass",
"298","B1","A1","","C116","30PF","33PF","50","50","A3"," 0","0","191","1","0","0","0","0","0","28.92"," -4%","Pass",
"299","B1","A1","","C117","30PF","33PF","50","50","A3"," 0","0","192","1","0","0","0","0","0","27.27"," -9%","Pass",
"300","B1","A1","","C118","30PF","33PF","50","50","A3"," 0","0","193","1","0","0","0","0","0","28.32"," -6%","Pass",
"301","B1","A1","","C119","30PF","33PF","50","50","A3"," 0","0","194","1","0","0","0","0","0","28.88"," -4%","Pass",
"302","B1","A1","","C120","30PF","33PF","50","50","A3"," 0","0","195","1","0","0","0","0","0","30.33","  1%","Pass",
"303","B1","A1","","C121","30PF","33PF","50","50","A3"," 0","0","196","1","0","0","0","0","0","35.04"," 17%","Pass",
"304","B1","A1","","C122","30PF","33PF","50","50","A3"," 0","0","65","1","0","0","0","0","0","27.65"," -8%","Pass",
"305","B1","A1","","C123","30PF","33PF","50","50","A3"," 0","0","66","1","0","0","0","0","0","28.61"," -5%","Pass",
"306","B1","A1","","C124","30PF","33PF","50","50","A3"," 0","0","68","1","0","0","0","0","0","29.16"," -3%","Pass",
"307","B1","A1","","C125","","1NF","30","30","A2"," 0","0","1","284","0","0","0","0","0","1.135"," 14%","Pass",
"308","B1","A1","","C126","","1NF","30","30","A3"," 0","0","1","306","0","0","0","0","0","1.096"," 10%","Pass",
"309","B1","A1","","C127","","1NF","30","30","A3"," 0","0","1","296","0","0","0","0","0","1.096"," 10%","Pass",
"310","B1","A1","","C128","","1NF","30","30","A3"," 0","0","1","295","0","0","0","0","0","1.055","  5%","Pass",
"311","B1","A1","","C129","","100NF","30","30","A2"," 0","0","1","275","0","0","0","0","0","100.6","  1%","Pass",
"312","B1","A1","","C130","","100NF","30","30","A2"," 0","0","1","274","0","0","0","0","0","97.95"," -2%","Pass",
"313","B1","A1","","C501","","30PF","30","30","A3"," 0","0","240","1","0","0","0","0","0","30.10","  0%","Pass",
"314","B1","A1","","C509","","1NF","30","30","A3"," 0","0","1","304","0","0","0","0","0","1.077","  8%","Pass",
"315","B1","A1","","C510","","1NF","30","30","A3"," 0","0","1","305","0","0","0","0","0","1.096"," 10%","Pass",
"316","B1","A1","","C511","","1NF","30","30","A3"," 0","0","1","303","0","0","0","0","0","1.059","  6%","Pass",
"317","B1","A1","","C517","","1NF","30","30","A3"," 0","0","1","300","0","0","0","0","0","1.136"," 14%","Pass",
"318","B1","A1","","C518","","1NF","30","30","A3"," 0","0","1","114","0","0","0","0","0","1.098"," 10%","Pass",
"319","B1","A1","","C519/NC","","0","30","30","CC"," 0","0","1","290","0","0","0","0","0","","","Skip",
"320","B1","A1","","C520/NC/C","","0","30","30","CC"," 0","0","1","20","0","0","0","0","0","","","Skip",
"321","B1","A1","","C564/C","36UF","100NF","30","30","DC"," 0","0","9","1","0","0","0","0","0","35.48"," -1%","Pass",
"322","B1","A1","","C568//C569","200NF","100NF","30","30","A2"," 0","0","1","197","0","0","0","0","0","190.8"," -5%","Pass",
"323","B1","A1","","C569/C568","200NF","100NF","30","30","A2"," 0","0","1","237","0","0","0","0","0","190.1"," -5%","Pass",
"324","B1","A1","","C570/C571","200NF","100NF","30","30","A2"," 0","0","1","103","0","0","0","0","0","196.5"," -2%","Pass",
"325","B1","A1","","C571/C570","200NF","100NF","30","30","A2"," 0","0","1","349","0","0","0","0","0","197.4"," -1%","Pass",
"326","B1","A1","","C572/C573","200NF","100NF","30","30","A2"," 0","0","1","233","0","0","0","0","0","189.9"," -5%","Pass",
"327","B1","A1","","C573/C572","200NF","100NF","30","30","A2"," 0","0","1","234","0","0","0","0","0","191.0"," -5%","Pass",
"328","B1","A1","","C574/C","0.5UF","100NF","30","30","A2"," 0","0","1","72","0","0","0","0","0","0.493"," -1%","Pass",
"329","B1","A1","","C575/C","0.5UF","100NF","30","30","A2"," 0","0","1","264","0","0","0","0","0","0.496"," -1%","Pass",
"330","B1","A1","","C576/C","0.5UF","100NF","30","30","A2"," 0","0","72","1","0","0","0","0","0","0.497"," -1%","Pass",
"331","B1","A1","","C577/C","0.5UF","100NF","30","30","A2"," 0","0","1","72","0","0","0","0","0","0.496"," -1%","Pass",
"332","B1","A1","","C578/C","0.53UF","100NF","30","30","A1"," 0","0","1","238","0","0","0","0","0","0.541","  2%","Pass",
"333","B1","A1","","C579/C","0.53UF","100NF","30","30","A1"," 0","0","90","1","0","0","0","0","0","0.545","  3%","Pass",
"334","B1","A1","","C587","","22PF","30","30","A3"," 0","0","278","276","0","0","0","0","0","20.94"," -5%","Pass",
"335","B1","A1","","C588","","330NF","30","30","A2"," 0","0","84","88","0","0","0","0","0","309.9"," -6%","Pass",
"336","B1","A1","","C589","","1UF","30","30","A1"," 0","0","109","1","0","0","0","0","0","0.948"," -5%","Pass",
"337","B1","A1","","C590","","330NF","30","30","A2"," 0","0","89","85","0","0","0","0","0","299.0"," -9%","Pass",
"338","B1","A1","","C591","","220NF","30","30","A2"," 0","0","86","1","0","0","0","0","0","202.1"," -8%","Pass",
"339","B1","A1","","C592","","2.2NF","30","30","A3"," 0","0","1","222","0","0","0","0","0","2.363","  7%","Pass",
"340","B1","A1","","C593","110PF","22PF","30","30","A3"," 0","0","1","220","177","0","0","0","0","114.8","  4%","Pass",
"341","B1","A1","","C594","","10NF","30","30","A2"," 0","0","279","1","0","0","0","0","0","10.13","  1%","Pass",
"342","B1","A1","","C595","","10NF","30","30","A2"," 0","0","280","1","0","0","0","0","0","10.01","  0%","Pass",
"343","B1","A1","","C596/C","23UF","22UF","30","30","DC"," 0","8","276","1","0","0","0","0","0","23.73","  3%","Pass",
"344","B1","A1","","C597/C","0.5UF","100NF","30","30","A1"," 0","0","1","264","0","0","0","0","0","0.480"," -4%","Pass",
"345","B1","A1","","C598/C","23UF","1UF","30","30","DC"," 0","8","276","1","0","0","0","0","0","22.86"," -1%","Pass",
"346","B1","A1","","C599","","100NF","30","30","A2"," 0","0","1","221","0","0","0","0","0","96.06"," -4%","Pass",
"347","B1","A1","","C600","","330NF","30","30","A2"," 0","0","1","83","0","0","0","0","0","287.5","-13%","Pass",
"348","B1","A1","","C601","","22UF","30","30","DC"," 0","0","107","1","0","0","0","0","0","20.17"," -8%","Pass",
"349","B1","A1","","C602/C","0.53UF","330NF","30","30","A1"," 0","0","1","90","0","0","0","0","0","0.556","  5%","Pass",
"350","B1","A1","","C603","","100NF","30","30","A2"," 0","0","107","106","0","0","0","0","0","96.11"," -4%","Pass",
"351","B1","A1","","C604/C","36UF","100NF","30","30","DC"," 0","0","9","1","0","0","0","0","0","35.98","  0%","Pass",
"352","B1","A1","","C605","","100NF","30","30","A2"," 0","0","228","1","0","0","0","0","0","99.10"," -1%","Pass",
"353","B1","A1","","C606/C","36UF","100NF","30","30","DC"," 0","0","9","1","0","0","0","0","0","34.86"," -3%","Pass",
"354","B1","A1","","C607","","220NF","30","30","A2"," 0","0","200","1","0","0","0","0","0","211.6"," -4%","Pass",
"355","B1","A1","","C608/C","36UF","100NF","30","30","DC"," 0","0","9","1","0","0","0","0","0","34.92"," -3%","Pass",
"356","B1","A1","","C609","","100NF","30","30","A2"," 0","0","1","198","0","0","0","0","0","96.31"," -4%","Pass",
"357","B1","A1","","C610/R90","1JP","100NF","30","30","JP"," 0","0","1","165","0","0","0","0","0","1.000","  0%","Pass",
"358","B1","A1","","C611/R90","1JP","100NF","30","30","JP"," 0","0","165","1","0","0","0","0","0","1.000","  0%","Pass",
"359","B1","A1","","C612","","1NF","30","30","A2"," 0","0","1","140","0","0","0","0","0","1.070","  7%","Pass",
"360","B1","A1","","C613/C55","1UF","1NF","30","30","A1"," 0","0","1","146","0","0","0","0","0","0.881","-12%","Pass",
"361","B1","A1","","C614/R71","1JP","1NF","30","30","JP"," 0","0","145","1","0","0","0","0","0","1.000","  0%","Pass",
"362","B1","A1","","C615/R90","1JP","100NF","30","30","JP"," 0","0","165","1","0","0","0","0","0","1.000","  0%","Pass",
"363","B1","A1","","C616/NC","","0","30","30","CC"," 0","0","282","1","0","0","0","0","0","","","Skip",
"364","B1","A1","","C631","","1NF","30","30","A2"," 0","0","1","283","286","0","0","0","0","0.986"," -1%","Pass",
"365","B1","A1","","C632","","1NF","30","30","A2"," 0","0","1","341","9","0","0","0","0","0.893","-11%","Pass",
"366","B1","A1","","C633","","100PF","30","30","A3"," 0","0","1","160","2","330","9","0","0","91.35"," -9%","Pass",
"367","B1","A1","","C634","","100PF","30","30","A3"," 0","0","1","159","9","2","0","0","0","98.61"," -1%","Pass",
"368","B1","A1","","C635","","100PF","30","30","A3"," 0","0","1","158","9","2","0","0","0","104.3","  4%","Pass",
"369","B1","A1","","C636","","100PF","30","30","A3"," 0","0","1","80","9","2","0","0","0","108.6","  9%","Pass",
"370","B1","A1","","C637","","100PF","30","30","A3"," 0","0","1","79","9","2","0","0","0","103.0","  3%","Pass",
"371","B1","A1","","C638","","100PF","30","30","A3"," 0","0","1","78","9","2","0","0","0","102.3","  2%","Pass",
"372","B1","A1","","C720","","100NF","30","30","A2"," 0","0","1","267","0","0","0","0","0","95.04"," -5%","Pass",
"373","B1","A1","","FB1","","1JP","10","10","JP"," 0","0","20","164","0","0","0","0","0","1","  0%","Pass",
"374","B1","A1","","FB2","","1JP","10","10","JP"," 0","0","7","163","0","0","0","0","0","1","  0%","Pass",
"375","B1","A1","","FB4","","1JP","10","10","JP"," 0","0","26","9","0","0","0","0","0","1","  0%","Pass",
"376","B1","A1","","FB20","","1JP","10","10","JP"," 0","0","9","175","0","0","0","0","0","1","  0%","Pass",
"377","B1","A1","","FB21","","1JP","10","10","JP"," 0","0","178","9","0","0","0","0","0","1","  0%","Pass",
"378","B1","A1","","FB30","","1JP","10","10","JP"," 0","0","327","9","0","0","0","0","0","1","  0%","Pass",
"379","B1","A1","","FB32","","1JP","10","10","JP"," 0","0","219","218","0","0","0","0","0","1","  0%","Pass",
"380","B1","A1","","FB34","","1JP","10","10","JP"," 0","0","81","9","0","0","0","0","0","1","  0%","Pass",
"381","B1","A1","","FB36","","1JP","10","10","JP"," 0","0","9","213","0","0","0","0","0","1","  0%","Pass",
"382","B1","A1","","FB38","","1JP","10","10","JP"," 0","0","20","212","0","0","0","0","0","1","  0%","Pass",
"383","B1","A1","","FB41","","1JP","10","10","JP"," 0","0","19","9","0","0","0","0","0","1","  0%","Pass",
"384","B1","A1","","FB75","","1JP","10","10","JP"," 0","0","310","9","0","0","0","0","0","1","  0%","Pass",
"385","B1","A1","","FB80","","1JP","10","10","JP"," 0","0","9","309","0","0","0","0","0","1","  0%","Pass",
"386","B1","A1","","FB100","","220","10","10","CC"," 0","0","347","355","0","0","0","0","0","221.1","  0%","Pass",
"387","B1","A1","","FB101","","220","10","10","CC"," 0","0","348","354","0","0","0","0","0","221.6","  1%","Pass",
"388","B1","A1","","FB102","","220","10","10","CC"," 0","0","263","353","0","0","0","0","0","220.9","  0%","Pass",
"389","B1","A1","","FB103","","220","10","10","CC"," 0","0","102","352","0","0","0","0","0","222.6","  1%","Pass",
"390","B1","A1","","FB104","","220","10","10","CC"," 0","0","262","190","0","0","0","0","0","220.9","  0%","Pass",
"391","B1","A1","","FB105","","220","10","10","CC"," 0","0","261","351","0","0","0","0","0","222.3","  1%","Pass",
"392","B1","A1","","FB106","","220","10","10","CC"," 0","0","101","63","0","0","0","0","0","219.9","  0%","Pass",
"393","B1","A1","","FB107","","220","10","10","CC"," 0","0","260","62","0","0","0","0","0","220.9","  0%","Pass",
"394","B1","A1","","FB108","","220","10","10","CC"," 0","0","250","249","0","0","0","0","0","221.1","  0%","Pass",
