"DateTime","2020-08-13 00:01:41",
"BoardName","PNL1235F-SAY-",
"BarCode","",
"TestStat","Pass",
"OpenTest","Pass",
"ShortTest","Pass",
"OpenTest","Pass",
"ShortTest","Pass",
"CompTest:",
"STEP","BX","LC","Flag","Device Name","STDval","ACTval","+%","-%","MD","RG","TM","A","B","G-1","G-2","G-3","G-4","G-5","TestVal","Dev%","Result",
"869","B1","A1","","U707:3-5","","0.45V","30","30","DV"," 0","8","1","9","0","0","0","0","0","0.442"," -2%","Pass",
"870","B1","A1","","U708:7-1","","0.65V","30","30","DV"," 0","0","1","267","0","0","0","0","0","0.635"," -2%","Pass",
"871","B1","A1","","U708:7-2","","0.55V","30","30","DV"," 0","8","1","96","0","0","0","0","0","0.578","  5%","Pass",
"872","B1","A1","","U708:7-3","","0.65V","30","30","DV"," 0","0","1","275","0","0","0","0","0","0.636"," -2%","Pass",
"873","B1","A1","","U708:7-4","","0.55V","30","30","DV"," 0","0","1","93","0","0","0","0","0","0.580","  5%","Pass",
"874","B1","A1","","U708:7-5","","0.65V","30","30","DV"," 0","0","1","274","0","0","0","0","0","0.636"," -2%","Pass",
"875","B1","A1","","U708:7-6","","0.55V","30","30","DV"," 0","0","1","92","0","0","0","0","0","0.580","  5%","Pass",
"876","B1","A1","","U708:7-8","","0.6V","30","30","DV"," 0","0","1","91","0","0","0","0","0","0.599","  0%","Pass",
"877","B1","A1","","U708:7-9","","0.55V","30","30","DV"," 0","0","1","92","0","0","0","0","0","0.580","  5%","Pass",
"878","B1","A1","","U708:7-10","","0.6V","30","30","DV"," 0","8","1","94","0","0","0","0","0","0.624","  4%","Pass",
"879","B1","A1","","U708:7-11","","0.55V","30","30","DV"," 0","8","1","93","0","0","0","0","0","0.578","  5%","Pass",
"880","B1","A1","","U708:7-12","","0.6V","30","30","DV"," 0","8","1","95","0","0","0","0","0","0.622","  4%","Pass",
"881","B1","A1","","U708:7-13","","0.55V","30","30","DV"," 0","8","1","96","0","0","0","0","0","0.577","  5%","Pass",
"882","B1","A1","","U708:7-14","","0.45V","30","30","DV"," 0","8","1","9","0","0","0","0","0","0.442"," -2%","Pass",
"883","B2","A1","","R1","","10KO","10","10","CV"," 0","0","525","727","385","0","0","0","0","10.01","  0%","Pass",
"884","B2","A1","","R2/R84","7.7KO","33KO","10","10","CV"," 0","0","393","688","0","0","0","0","0","7.753","  1%","Pass",
"885","B2","A1","","R3/R85","7.7KO","33KO","10","10","CV"," 0","0","393","689","0","0","0","0","0","7.738","  0%","Pass",
"886","B2","A1","","R4/R86","7.7KO","33KO","10","10","CV"," 0","0","393","687","0","0","0","0","0","7.716","  0%","Pass",
"887","B2","A1","","R5","","4.7KO","10","10","CC"," 0","0","712","393","0","0","0","0","0","4.710","  0%","Pass",
"888","B2","A1","","R8","","10KO","10","10","CV"," 0","0","701","393","0","0","0","0","0","10.12","  1%","Pass",
"889","B2","A1","","R9","","10KO","10","10","CV"," 0","0","709","393","0","0","0","0","0","10.09","  1%","Pass",
"890","B2","A1","","R10","","10KO","10","10","CV"," 0","0","699","393","0","0","0","0","0","9.851"," -1%","Pass",
"891","B2","A1","","R14","","33KO","10","10","CC"," 0","0","721","393","0","0","0","0","0","33.07","  0%","Pass",
"892","B2","A1","","R15","","33KO","10","10","CC"," 0","0","393","722","0","0","0","0","0","32.63"," -1%","Pass",
"893","B2","A1","","R16","","33KO","10","10","CC"," 0","0","534","393","0","0","0","0","0","32.92","  0%","Pass",
"894","B2","A1","","R17","","33KO","10","10","CC"," 0","0","609","393","0","0","0","0","0","32.97","  0%","Pass",
"895","B2","A1","","R18","","10KO","10","10","CV"," 0","0","708","393","0","0","0","0","0","10.08","  1%","Pass",
"896","B2","A1","","R19","","10KO","10","10","CV"," 0","0","726","385","0","0","0","0","0","9.971","  0%","Pass",
"897","B2","A1","","R20","","10KO","10","10","CV"," 0","0","567","393","0","0","0","0","0","10.06","  1%","Pass",
"898","B2","A1","","R21/NC","","0","10","10","CC"," 0","0","393","560","0","0","0","0","0","","","Skip",
"899","B2","A1","","R22","","10KO","10","10","CV"," 0","0","393","558","0","0","0","0","0","10.04","  0%","Pass",
"900","B2","A1","","R23/NC","","0","10","10","CC"," 0","0","568","385","0","0","0","0","0","","","Skip",
"901","B2","A1","","R24","","10KO","10","10","CV"," 0","0","385","397","0","0","0","0","0","10.02","  0%","Pass",
"902","B2","A1","","R25","","10KO","10","10","CV"," 0","0","396","385","0","0","0","0","0","9.910"," -1%","Pass",
"903","B2","A1","","R26","","10KO","10","10","CV"," 0","0","437","385","0","0","0","0","0","10.01","  0%","Pass",
"904","B2","A1","","R27","","10KO","10","10","CV"," 0","0","395","385","0","0","0","0","0","10.07","  1%","Pass",
"905","B2","A1","","R28","","22KO","10","10","CC"," 0","0","411","393","0","0","0","0","0","22.21","  1%","Pass",
"906","B2","A1","","R29","","22KO","10","10","CC"," 0","0","555","393","0","0","0","0","0","22.06","  0%","Pass",
"907","B2","A1","","R31","","47","10","10","CC"," 0","0","552","389","0","0","0","0","0","48.02","  2%","Pass",
"908","B2","A1","","R32","","47","10","10","CC"," 0","0","552","390","0","0","0","0","0","48.19","  3%","Pass",
"909","B2","A1","","R33","","47","10","10","CC"," 0","0","571","528","0","0","0","0","0","47.80","  2%","Pass",
"910","B2","A1","","R34","","1KO","10","10","CC"," 0","0","563","545","0","0","0","0","0","1.001","  0%","Pass",
"911","B2","A1","","R35","","1KO","10","10","CC"," 0","0","720","718","0","0","0","0","0","0.998","  0%","Pass",
"912","B2","A1","","R36","","4.7KO","10","10","CV"," 0","0","393","523","0","0","0","0","0","4.774","  2%","Pass",
"913","B2","A1","","R40","","4.7KO","10","10","CV"," 0","0","393","702","0","0","0","0","0","4.774","  2%","Pass",
"914","B2","A1","","R41","","4.7KO","10","10","CV"," 0","0","393","703","0","0","0","0","0","4.799","  2%","Pass",
"915","B2","A1","","R42","","4.7KO","10","10","CV"," 0","0","393","704","0","0","0","0","0","4.769","  1%","Pass",
"916","B2","A1","","R43","","4.7KO","10","10","CV"," 0","0","588","393","0","0","0","0","0","4.708","  0%","Pass",
"917","B2","A1","","R44","","4.7KO","10","10","CV"," 0","0","587","393","0","0","0","0","0","4.766","  1%","Pass",
"918","B2","A1","","R45","","4.7KO","10","10","CV"," 0","0","586","393","0","0","0","0","0","4.758","  1%","Pass",
"919","B2","A1","","R46","","47KO","15","15","CV"," 0","20","745","385","0","0","0","0","0","46.93","  0%","Pass",
"920","B2","A1","","R47","","47KO","10","10","CC"," 0","0","717","391","0","0","0","0","0","46.96","  0%","Pass",
"921","B2","A1","","R51","","10KO","10","10","CC"," 0","0","716","717","0","0","0","0","0","10.02","  0%","Pass",
"922","B2","A1","","R52","","10KO","10","10","CC"," 0","0","714","720","0","0","0","0","0","9.928"," -1%","Pass",
"923","B2","A1","","R54","","10KO","10","10","CV"," 0","8","393","610","385","0","0","0","0","9.508"," -5%","Pass",
"924","B2","A1","","R55","","10KO","10","10","CV"," 0","0","393","743","0","0","0","0","0","10.01","  0%","Pass",
"925","B2","A1","","R56","","100KO","10","10","CV"," 0","30","566","391","385","0","0","0","0","100.4","  0%","Pass",
"926","B2","A1","","R57","","100KO","10","10","CV"," 0","0","385","714","720","0","0","0","0","100.4","  0%","Pass",
"927","B2","A1","","R59","","100KO","15","15","CC"," 0","0","744","385","0","0","0","0","0","90.70"," -9%","Pass",
"928","B2","A1","","R61","","220","10","10","CC"," 0","0","393","715","0","0","0","0","0","221.8","  1%","Pass",
"929","B2","A1","","R62","","220","10","10","CC"," 0","0","719","391","0","0","0","0","0","222.1","  1%","Pass",
"930","B2","A1","","R65","","47","15","15","CC"," 0","20","729","393","723","0","0","0","0","48.88","  4%","Pass",
"931","B2","A1","","R66","","47","15","15","CC"," 0","10","723","729","730","385","0","0","0","48.90","  4%","Pass",
"932","B2","A1","","R67","","47","10","10","CC"," 0","10","730","393","723","0","0","0","0","49.32","  5%","Pass",
"933","B2","A1","","R68","","47","15","15","CC"," 0","10","723","730","729","385","718","0","0","48.95","  4%","Pass",
"934","B2","A1","","R69","","2.2KO","10","10","CC"," 0","8","724","391","386","385","0","0","0","2.120"," -4%","Pass",
"935","B2","A1","","R70","","4.7KO","10","10","CC"," 0","0","724","385","715","717","391","0","0","4.720","  0%","Pass",
"936","B2","A1","","R71/R","1JP","1.6","10","10","JP"," 0","0","385","529","0","0","0","0","0","1.000","  0%","Pass",
"937","B2","A1","","R72/NC/R","","0","10","10","CC"," 0","10","385","529","0","0","0","0","0","","","Skip",
"938","B2","A1","","R74","","220","10","10","CC"," 0","10","741","393","0","0","0","0","0","220.4","  0%","Pass",
"939","B2","A1","","R77","","220","10","10","CC"," 0","10","589","592","0","0","0","0","0","221.4","  1%","Pass",
"940","B2","A1","","R78","","220","10","10","CC"," 0","10","590","591","0","0","0","0","0","221.8","  1%","Pass",
"941","B2","A1","","R80","","33KO","10","10","CC"," 0","10","385","592","0","0","0","0","0","34.10","  3%","Pass",
"942","B2","A1","","R81","","33KO","10","10","CC"," 0","10","385","591","0","0","0","0","0","34.24","  4%","Pass",
"943","B2","A1","","R84/R2","7.7KO","10KO","10","10","CV"," 0","0","393","688","0","0","0","0","0","7.753","  1%","Pass",
"944","B2","A1","","R85/R3","7.7KO","10KO","10","10","CV"," 0","0","393","689","0","0","0","0","0","7.738","  0%","Pass",
"945","B2","A1","","R86/R4","7.7KO","10KO","10","10","CV"," 0","0","393","687","0","0","0","0","0","7.716","  0%","Pass",
"946","B2","A1","","R90/R","","1JP","10","10","JP"," 0","0","385","549","0","0","0","0","0","1","  0%","Pass",
"947","B2","A1","","R91/R","","1JP","10","10","JP"," 0","0","385","549","0","0","0","0","0","1","  0%","Pass",
"948","B2","A1","","R92/R","","1JP","10","10","JP"," 0","0","549","385","0","0","0","0","0","1","  0%","Pass",
"949","B2","A1","","R93/R","","1JP","10","10","JP"," 0","0","385","549","0","0","0","0","0","1","  0%","Pass",
"950","B2","A1","","R94/R","","1JP","10","10","JP"," 0","0","549","385","0","0","0","0","0","1","  0%","Pass",
"951","B2","A1","","R95","","1JP","10","10","JP"," 0","0","461","385","0","0","0","0","0","1","  0%","Pass",
"952","B2","A1","","R96/NC","","0","10","10","CC"," 0","0","461","549","0","0","0","0","0","","","Skip",
"953","B2","A1","","R99","","100KO","10","10","CV"," 0","0","385","727","525","0","0","0","0","99.71","  0%","Pass",
"954","B2","A1","","R100","1JP","240","10","10","JP"," 0","0","430","739","0","0","0","0","0","1.000","  0%","Pass",
"955","B2","A1","","R101","1JP","240","10","10","JP"," 0","0","738","429","0","0","0","0","0","1.000","  0%","Pass",
"956","B2","A1","","R102","1JP","240","10","10","JP"," 0","0","737","428","0","0","0","0","0","1.000","  0%","Pass",
"957","B2","A1","","R103","1JP","240","10","10","JP"," 0","0","736","427","0","0","0","0","0","1.000","  0%","Pass",
"958","B2","A1","","R104","1JP","240","10","10","JP"," 0","0","574","425","0","0","0","0","0","1.000","  0%","Pass",
"959","B2","A1","","R105","1JP","240","10","10","JP"," 0","0","735","424","0","0","0","0","0","1.000","  0%","Pass",
"960","B2","A1","","R106","1JP","240","10","10","JP"," 0","0","447","436","0","0","0","0","0","1.000","  0%","Pass",
"961","B2","A1","","R107","1JP","240","10","10","JP"," 0","0","446","435","0","0","0","0","0","1.000","  0%","Pass",
"962","B2","A1","","R108","1JP","240","10","10","JP"," 0","0","633","422","0","0","0","0","0","1.000","  0%","Pass",
"963","B2","A1","","R109","1JP","240","10","10","JP"," 0","0","632","421","0","0","0","0","0","1.000","  0%","Pass",
"964","B2","A1","","R110","1JP","240","10","10","JP"," 0","0","631","423","0","0","0","0","0","1.000","  0%","Pass",
"965","B2","A1","","R111","1JP","240","10","10","JP"," 0","0","630","418","0","0","0","0","0","1.000","  0%","Pass",
"966","B2","A1","","R112","1JP","240","10","10","JP"," 0","0","629","420","0","0","0","0","0","1.000","  0%","Pass",
"967","B2","A1","","R113","1JP","240","10","10","JP"," 0","0","628","419","0","0","0","0","0","1.000","  0%","Pass",
"968","B2","A1","","R114","1JP","240","10","10","JP"," 0","0","448","434","0","0","0","0","0","1.000","  0%","Pass",
"969","B2","A1","","R115","1JP","240","10","10","JP"," 0","0","451","433","0","0","0","0","0","1.000","  0%","Pass",
"970","B2","A1","","R116","1JP","240","10","10","JP"," 0","0","575","417","0","0","0","0","0","1.000","  0%","Pass",
"971","B2","A1","","R117","1JP","240","10","10","JP"," 0","0","576","416","0","0","0","0","0","1.000","  0%","Pass",
"972","B2","A1","","R118","1JP","240","10","10","JP"," 0","0","577","414","0","0","0","0","0","1.000","  0%","Pass",
"973","B2","A1","","R119","1JP","240","10","10","JP"," 0","0","578","415","0","0","0","0","0","1.000","  0%","Pass",
"974","B2","A1","","R120","1JP","240","10","10","JP"," 0","0","579","413","0","0","0","0","0","1.000","  0%","Pass",
"975","B2","A1","","R121","1JP","240","10","10","JP"," 0","0","580","412","0","0","0","0","0","1.000","  0%","Pass",
"976","B2","A1","","R122","1JP","240","10","10","JP"," 0","0","449","432","0","0","0","0","0","1.000","  0%","Pass",
"977","B2","A1","","R123","1JP","240","10","10","JP"," 0","0","450","431","0","0","0","0","0","1.000","  0%","Pass",
"978","B2","A1","","R124","1JP","68","10","10","JP"," 0","0","452","426","0","0","0","0","0","1.000","  0%","Pass",
"979","B2","A1","","R125","","10KO","10","10","CV"," 0","0","690","393","0","0","0","0","0","9.910"," -1%","Pass",
"980","B2","A1","","R126","","10KO","10","10","CV"," 0","0","393","680","0","0","0","0","0","9.971","  0%","Pass",
"981","B2","A1","","R127","","10KO","10","10","CV"," 0","0","393","679","0","0","0","0","0","10.07","  1%","Pass",
"982","B2","A1","","R128","","22KO","10","10","CV"," 0","0","728","393","741","0","0","0","0","21.41"," -3%","Pass",
"983","B2","A1","","R153","","1JP","10","10","JP"," 0","0","692","411","0","0","0","0","0","1","  0%","Pass",
"984","B2","A1","","R154","","220","10","10","CC"," 0","0","405","557","0","0","0","0","0","220.6","  0%","Pass",
"985","B2","A1","","R155","","120","10","10","CC"," 0","0","609","466","0","0","0","0","0","121.5","  1%","Pass",
"986","B2","A1","","R156","","1JP","10","10","JP"," 0","0","594","407","0","0","0","0","0","1","  0%","Pass",
"987","B2","A1","","R157","","1JP","10","10","JP"," 0","0","593","406","0","0","0","0","0","1","  0%","Pass",
"988","B2","A1","","R158","","1JP","10","10","JP"," 0","0","600","598","0","0","0","0","0","1","  0%","Pass",
"989","B2","A1","","R159","","1JP","10","10","JP"," 0","0","599","595","0","0","0","0","0","1","  0%","Pass",
"990","B2","A1","","R161","","1JP","10","10","JP"," 0","0","697","708","0","0","0","0","0","1","  0%","Pass",
"991","B2","A1","","R162","","1JP","10","10","JP"," 0","0","696","710","0","0","0","0","0","1","  0%","Pass",
"992","B2","A1","","R163","","1JP","10","10","JP"," 0","0","701","700","0","0","0","0","0","1","  0%","Pass",
"993","B2","A1","","R164","","120","10","10","CC"," 0","0","464","586","0","0","0","0","0","121.0","  1%","Pass",
"994","B2","A1","","R165","","120","10","10","CC"," 0","0","463","587","0","0","0","0","0","120.8","  1%","Pass",
"995","B2","A1","","R166","","120","10","10","CC"," 0","0","462","588","0","0","0","0","0","121.3","  1%","Pass",
"996","B2","A1","","R167","","1JP","10","10","JP"," 0","0","699","695","0","0","0","0","0","1","  0%","Pass",
"997","B2","A1","","R170/SP/NC","","0","10","10","CC"," 0","0","561","561","0","0","0","0","0","","","Skip",
"998","B2","A1","","R173","","100KO","10","10","CV","+2","11","393","565","385","0","0","0","0","104.2","  4%","Pass",
"999","B2","A1","","R174","","22KO","10","10","CV"," 0","11","385","565","393","0","0","0","0","22.47","  2%","Pass",
"1000","B2","A1","","R180","","1JP","10","10","JP"," 0","0","570","568","0","0","0","0","0","1","  0%","Pass",
"1001","B2","A1","","R181/NC","","0","10","10","CC"," 0","0","569","568","0","0","0","0","0","","","Skip",
"1002","B2","A1","","R192","","4.7KO","10","10","CC"," 0","0","742","393","385","0","0","0","0","4.696","  0%","Pass",
"1003","B2","A1","","R200/NC","","0","10","10","CC"," 0","0","437","393","0","0","0","0","0","","","Skip",
"1004","B2","A1","","R201/NC","","0","10","10","CC"," 0","0","393","397","0","0","0","0","0","","","Skip",
"1005","B2","A1","","R202","","10KO","10","10","CV"," 0","0","394","393","0","0","0","0","0","10.13","  1%","Pass",
"1006","B2","A1","","R210","","1JP","10","10","JP"," 0","0","509","691","0","0","0","0","0","1","  0%","Pass",
"1007","B2","A1","","R211/R680","0.91KO","10KO","10","10","CC"," 0","0","393","691","385","0","0","0","0","0.917","  1%","Pass",
"1008","B2","A1","","R213","","1JP","10","10","JP"," 0","0","534","725","0","0","0","0","0","1","  0%","Pass",
"1009","B2","A1","","R301","","1JP","10","10","JP"," 0","0","535","536","0","0","0","0","0","1","  0%","Pass",
"1010","B2","A1","","R302/NC","","0","10","10","CC"," 0","0","386","535","0","0","0","0","0","","","Skip",
"1011","B2","A1","","R303","","1JP","10","10","JP"," 0","0","386","385","0","0","0","0","0","1","  0%","Pass",
"1012","B2","A1","","R403","","120","10","10","CV"," 0","0","391","603","0","0","0","0","0","122.0","  2%","Pass",
"1013","B2","A1","","R404/NC","","0","10","10","CC"," 0","0","603","393","0","0","0","0","0","","","Skip",
"1014","B2","A1","","R501","","2.2KO","10","10","CC"," 0","0","613","581","0","0","0","0","0","2.188"," -1%","Pass",
"1015","B2","A1","","R502","","220","10","10","CC"," 0","0","740","733","0","0","0","0","0","220.4","  0%","Pass",
"1016","B2","A1","","R503","","5.6KO","10","10","CC"," 0","0","608","617","0","0","0","0","0","5.604","  0%","Pass",
"1017","B2","A1","","R504","","1KO","10","10","CC"," 0","0","385","474","0","0","0","0","0","0.948"," -5%","Pass",
"1018","B2","A1","","R505","","120","10","10","CC"," 0","0","706","705","0","0","0","0","0","121.5","  1%","Pass",
"1019","B2","A1","","R572/NC","","0","10","10","CC"," 0","0","672","671","0","0","0","0","0","","","Skip",
"1020","B2","A1","","R590","","47","10","10","CC"," 0","0","623","624","0","0","0","0","0","47.95","  2%","Pass",
"1021","B2","A1","","R601","","1JP","10","10","JP"," 0","0","549","670","0","0","0","0","0","1","  0%","Pass",
"1022","B2","A1","","R602/NC","","0","10","10","CC"," 0","0","385","670","0","0","0","0","0","","","Skip",
"1023","B2","A1","","R603","","10KO","10","10","CV"," 0","5","495","385","496","0","0","0","0","9.983","  0%","Pass",
"1024","B2","A1","","R604","","33","10","10","CC"," 0","0","496","495","0","0","0","0","0","33.84","  3%","Pass",
"1025","B2","A1","","R605","","10KO","10","10","CV"," 0","0","393","667","0","0","0","0","0","10.07","  1%","Pass",
"1026","B2","A1","","R606","","1KO","10","10","CC"," 0","0","669","393","0","0","0","0","0","0.999","  0%","Pass",
"1027","B2","A1","","R607","","1KO","10","10","CC"," 0","0","675","393","0","0","0","0","0","1.000","  0%","Pass",
"1028","B2","A1","","R608","","33KO","10","10","CV"," 0","0","660","614","0","0","0","0","0","33.44","  1%","Pass",
"1029","B2","A1","","R609/NC","","0","10","10","CC"," 0","0","660","581","0","0","0","0","0","","","Skip",
"1030","B2","A1","","R610","","3.3KO","10","10","CC"," 0","0","525","393","385","0","0","0","0","3.304","  0%","Pass",
"1031","B2","A1","","R611","","10KO","10","10","CV"," 0","0","385","560","726","0","0","0","0","9.851"," -1%","Pass",
"1032","B2","A1","","R612","","10KO","10","10","CV"," 0","8","393","564","385","0","0","0","0","10.25","  3%","Pass",
"1033","B2","A1","","R613","","10KO","10","10","CV"," 0","0","733","623","0","0","0","0","0","10.04","  0%","Pass",
"1034","B2","A1","","R614/NC","","0","10","10","CC"," 0","0","733","393","0","0","0","0","0","","","Skip",
"1035","B2","A1","","R615","","33KO","10","10","CV"," 0","0","605","607","0","0","0","0","0","33.43","  1%","Pass",
"1036","B2","A1","","R616/NC","","0","10","10","CC"," 0","0","605","617","0","0","0","0","0","","","Skip",
"1037","B2","A1","","R617","","10KO","10","10","CV"," 0","8","393","611","385","0","0","0","0","9.946"," -1%","Pass",
"1038","B2","A1","","R618","","1KO","10","10","CC"," 0","0","455","733","0","0","0","0","0","1.001","  0%","Pass",
"1039","B2","A1","","R619","","1KO","10","10","CC"," 0","0","733","734","0","0","0","0","0","0.998","  0%","Pass",
"1040","B2","A1","","R620/NC","","0","10","10","CC"," 0","0","733","620","0","0","0","0","0","","","Skip",
"1041","B2","A1","","R621","","1KO","10","10","CC"," 0","0","733","619","0","0","0","0","0","1.004","  0%","Pass",
"1042","B2","A1","","R622/NC","","0","10","10","CC"," 0","0","455","385","0","0","0","0","0","","","Skip",
"1043","B2","A1","","R623/NC","","0","10","10","CC"," 0","0","385","734","0","0","0","0","0","","","Skip",
"1044","B2","A1","","R624/NC","","0","10","10","CC"," 0","0","385","619","0","0","0","0","0","","","Skip",
"1045","B2","A1","","R625","","1KO","10","10","CC"," 0","0","620","385","0","0","0","0","0","1.001","  0%","Pass",
"1046","B2","A1","","R626/NC","","0","10","10","CC"," 0","0","572","527","0","0","0","0","0","","","Skip",
"1047","B2","A1","","R627/NC","","0","10","10","CC"," 0","0","573","526","0","0","0","0","0","","","Skip",
"1048","B2","A1","","R632","","10KO","10","10","CC"," 0","0","649","393","0","0","0","0","0","10.05","  1%","Pass",
"1049","B2","A1","","R644","","820KO","10","10","CV"," 0","8","660","662","493","661","0","0","0","821.2","  0%","Pass",
"1050","B2","A1","","R645","","510KO","10","10","CV"," 0","25","385","493","660","662","393","0","0","498.7"," -2%","Pass",
"1051","B2","A1","","R646","","33KO","10","10","CC"," 0","0","488","391","385","0","0","0","0","33.07","  0%","Pass",
"1052","B2","A1","","R647/NC","","0","10","10","CC"," 0","0","391","491","0","0","0","0","0","","","Skip",
"1053","B2","A1","","R648","","820KO","10","10","CV"," 0","25","660","493","385","0","0","0","0","827.8","  1%","Pass",
"1054","B2","A1","","R649","","750KO","10","10","A1"," 0","15","467","494","385","0","0","0","0","762.8","  2%","Pass",
"1055","B2","A1","","R650","","62KO","10","10","CC"," 0","8","494","385","467","0","0","0","0","62.22","  0%","Pass",
"1056","B2","A1","","R651","","100KO","10","10","CC"," 0","5","662","661","660","0","0","0","0","100.0","  0%","Pass",
"1057","B2","A1","","R652","","750KO","10","10","CC"," 0","0","471","474","470","0","0","0","0","746.0"," -1%","Pass",
"1058","B2","A1","","R653","","130KO","10","10","CV"," 0","0","470","471","474","0","0","0","0","130.1","  0%","Pass",
"1059","B2","A1","","R654","","1JP","10","10","JP"," 0","0","648","665","0","0","0","0","0","1","  0%","Pass",
"1060","B2","A1","","R656","","1.5KO","10","10","CC"," 0","0","385","661","0","0","0","0","0","1.492"," -1%","Pass",
"1061","B2","A1","","R659","","10KO","10","10","CC"," 0","0","385","526","0","0","0","0","0","10.02","  0%","Pass",
"1062","B2","A1","","R660","","10KO","10","10","CC"," 0","0","385","527","0","0","0","0","0","10.04","  0%","Pass",
"1063","B2","A1","","R661","","33KO","10","10","CC"," 0","0","614","615","660","0","0","0","0","33.24","  1%","Pass",
"1064","B2","A1","","R662","","33KO","10","10","CC"," 0","0","616","607","605","0","0","0","0","32.92","  0%","Pass",
"1065","B2","A1","","R663","","470KO","14","10","CV"," 0","11","393","612","688","0","0","0","0","439.6"," -6%","Pass",
"1066","B2","A1","","R664","","47KO","14","14","CV"," 0","15","584","393","0","0","0","0","0","51.50"," 10%","Pass",
"1067","B2","A1","","R665","","47KO","15","15","CV"," 0","30","582","393","0","0","0","0","0","43.12"," -8%","Pass",
"1068","B2","A1","","R670/R","","1JP","10","10","JP"," 0","0","385","549","0","0","0","0","0","1","  0%","Pass",
"1069","B2","A1","","R671/R","","1JP","10","10","JP"," 0","0","549","385","0","0","0","0","0","1","  0%","Pass",
"1070","B2","A1","","R672/R","","1JP","10","10","JP"," 0","0","549","385","0","0","0","0","0","1","  0%","Pass",
"1071","B2","A1","","R673/NC","","0","10","10","CC"," 0","0","666","660","0","0","0","0","0","","","Skip",
"1072","B2","A1","","R680/R211","0.91KO","1KO","10","10","CV"," 0","0","509","393","385","0","0","0","0","0.902"," -1%","Pass",
"1073","B2","A1","","R681","","10KO","10","10","CV"," 0","0","385","678","0","0","0","0","0","10.03","  0%","Pass",
"1074","B2","A1","","R682","","1KO","10","10","CC"," 0","0","499","393","0","0","0","0","0","1.000","  0%","Pass",
"1075","B2","A1","","R683","","10KO","10","10","CV"," 0","0","509","385","393","0","0","0","0","10.03","  0%","Pass",
"1076","B2","A1","","R684","","33","10","10","CC"," 0","0","507","509","0","0","0","0","0","33.54","  2%","Pass",
"1077","B2","A1","","R685","","1JP","10","10","JP"," 0","0","704","544","0","0","0","0","0","1","  0%","Pass",
"1078","B2","A1","","R686","","1JP","10","10","JP"," 0","0","703","543","0","0","0","0","0","1","  0%","Pass",
"1079","B2","A1","","R687","","1JP","10","10","JP"," 0","0","702","542","0","0","0","0","0","1","  0%","Pass",
"1080","B2","A1","","R688/NP","","10KO","10","10","CC"," 0","0","533","0","0","0","0","0","0","","","Skip",
"1081","B2","A1","","R690","","33","10","10","CC"," 0","0","676","678","0","0","0","0","0","33.93","  3%","Pass",
"1082","B2","A1","","R701","","470KO","10","10","CV"," 0","0","650","652","654","0","0","0","0","454.5"," -3%","Pass",
"1083","B2","A1","","R702","","470KO","10","10","CV"," 0","0","651","653","0","0","0","0","0","458.3"," -2%","Pass",
"1084","B2","A1","","R703","","240KO","10","10","CV"," 0","0","650","654","652","0","0","0","0","231.1"," -4%","Pass",
"1085","B2","A1","","R704","","750KO","20","20","CC"," 0","10","659","655","0","0","0","0","0","761.4","  2%","Pass",
"1086","B2","A1","","R705","","750KO","10","15","CV"," 0","0","650","657","652","0","0","0","0","733.9"," -2%","Pass",
"1087","B2","A1","","R706","","240KO","10","10","CV"," 0","0","658","656","0","0","0","0","0","231.1"," -4%","Pass",
"1088","B2","A1","","RP1","","1JP","10","10","JP"," 0","0","404","533","0","0","0","0","0","1","  0%","Pass",
"1089","B2","A1","","RVR1/NC","","0","10","10","CC"," 0","0","385","546","0","0","0","0","0","","","Skip",
"1090","B2","A1","","RVR2/NC","","0","10","10","CC"," 0","0","545","385","0","0","0","0","0","","","Skip",
"1091","B2","A1","","C1/C","11.7UF","100NF","30","30","DC"," 0","0","548","385","0","0","0","0","0","11.75","  0%","Pass",
"1092","B2","A1","","C2/C","11.7UF","100NF","30","30","DC"," 0","0","404","385","0","0","0","0","0","11.72","  0%","Pass",
"1093","B2","A1","","C3/C","11.7UF","10UF","30","30","DC"," 0","0","404","385","0","0","0","0","0","11.72","  0%","Pass",
"1094","B2","A1","","C4/C","20.5UF","100NF","30","30","DC"," 0","0","547","385","0","0","0","0","0","21.10","  3%","Pass",
"1095","B2","A1","","C5/C","20.5UF","100NF","30","30","DC"," 0","0","391","385","0","0","0","0","0","20.40","  0%","Pass",
"1096","B2","A1","","C6/C","20.5UF","10UF","30","30","DC"," 0","0","391","385","0","0","0","0","0","20.35"," -1%","Pass",
"1097","B2","A1","","C8","","100NF","30","30","A2"," 0","0","399","545","0","0","0","0","0","94.60"," -5%","Pass",
"1098","B2","A1","","C9","","100NF","30","30","A2"," 0","0","398","546","0","0","0","0","0","96.68"," -3%","Pass",
"1099","B2","A1","","C10/C","36UF","100NF","30","30","DC"," 0","0","694","385","0","0","0","0","0","36.37","  1%","Pass",
"1100","B2","A1","","C11/C","36UF","100NF","30","30","DC"," 0","0","694","385","0","0","0","0","0","35.17"," -2%","Pass",
"1101","B2","A1","","C12/C","36UF","100NF","30","30","DC"," 0","0","693","385","0","0","0","0","0","34.97"," -3%","Pass",
"1102","B2","A1","","C13/C","36UF","100NF","30","30","DC"," 0","0","393","385","0","0","0","0","0","35.05"," -3%","Pass",
